"Partei: Nr.","Partei: Kurzbezeichnung","Partei: Name","These: Nr.","These: Titel","These: These","Position: Position","Position: Begründung"
35,"SSW","Südschleswigscher Wählerverband",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme zu","Der SSW will, dass die Staatseinnahmen durch die Einführung einer Vermögenssteuer erhöht werden, um die Folgen der Coronakrise abmildern zu können. Dies dient der gerechten Verteilung der steuerlichen Belastung und Einkommen der BürgerInnen. "
36,"Team Todenhöfer","Team Todenhöfer – Die Gerechtigkeitspartei",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme nicht zu","Wir setzen uns nicht dafür ein, dass Reiche ärmer werden, sondern dass Arme reicher werden. Die Fehler in unserer Steuerpolitik lassen sich nicht durch weitere Steuern oder Steuererhöhungen lösen. Die Steuergesetze müssen vereinfacht und drastisch gekürzt werden. Schlupflöcher müssen abgeschafft werden. Dies führt zu mehr Steuergerechtigkeit. Ein Abwandern der Vermögen in Steueroasen ist für Deutschland am Ende schädlicher."
37,"UNABHÄNGIGE","UNABHÄNGIGE für bürgernahe Demokratie",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme zu","Voraussetzung dafür sind hohe Freibeträge je Person und ein Steuersatz von höchstens 1%.  "
38,"Volt","Volt Deutschland",28,"Steuer auf hohe Vermögen","Auf hohe Vermögen soll wieder eine Steuer erhoben werden.","stimme nicht zu","Wir wollen keine Vermögensteuer einführen, aber gestalten die Erbschaftssteuer neu. Wir erhöhen die Einkommensteuer (EkSt) im oberen Bereich (nur für die ca. 5 % einkommensstärksten Haushalte erhöht sich die EkSt um mehr als 0,2 %) und die Kapitalertragsteuer von 25 % auf 35 %. Letztere zahlen vor allem Wohlhabende. Die Kapitalerträge von Personen mit weniger Vermögen fallen entweder in den Freibetrag oder werden mit dem persönlichen Einkommensteuersatz und damit deutlich geringer besteuert."
1,"CDU / CSU","Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.",29,"Gesichtserkennung bei Videoüberwachung","Bei der Videoüberwachung öffentlicher Plätze soll Gesichtserkennungssoftware eingesetzt werden dürfen.","stimme zu","An öffentlichen Gefahrenorten wie etwa vor und in Fußballstadien, an Bahnhöfen sowie in Bussen und Bahnen wollen wir den intelligenten Videoschutz weiter ausbauen. Dabei wollen wir die Chancen der Digitalisierung und der Künstlichen Intelligenz noch besser nutzen. Um die Fahndung nach schweren Straftätern, Gefährdern und Terroristen zu verbessern, wollen wir die Voraussetzungen dafür schaffen, dass die automatisierte Gesichtserkennung an Gefahrenorten in Deutschland eingesetzt werden kann."
2,"SPD","Sozialdemokratische Partei Deutschlands",29,"Gesichtserkennung bei Videoüberwachung","Bei der Videoüberwachung öffentlicher Plätze soll Gesichtserkennungssoftware eingesetzt werden dürfen.","stimme nicht zu","Videoüberwachung kann an Kriminalitätsschwerpunkten den Schutz der Bürgerinnen und Bürger vor Kriminalität erhöhen. Vor allem hilft sie bei der Aufklärung und Strafverfolgung. Die Kopplung mit einer Gesichtserkennung lehnen wir dagegen ab. Sie ist ein gefährlicher Eingriff in die Selbstbestimmung der Menschen. Wir wollen deshalb grundsätzlich sicherstellen, dass der Einsatz von Künstlicher Intelligenz niemals unserem freiheitlich-demokratischen Grundverständnis zuwiderläuft."
3,"AfD","Alternative für Deutschland",29,"Gesichtserkennung bei Videoüberwachung","Bei der Videoüberwachung öffentlicher Plätze soll Gesichtserkennungssoftware eingesetzt werden dürfen.","neutral","Automatisierte Gesichtserkennungssoftware kann nicht nur von Behörden genutzt werden, sondern auch von privaten Unternehmen, die wiederum auf im Internet gesammelte Fotos zurückgreifen. Solange es keine eindeutigen datenschutzgerechten Nutzungs- und Kontrollvorgaben gibt, besteht hier ein nicht ausreichend kalkulierbares Missbrauchspotential."
4,"FDP","Freie Demokratische Partei",29,"Gesichtserkennung bei Videoüberwachung","Bei der Videoüberwachung öffentlicher Plätze soll Gesichtserkennungssoftware eingesetzt werden dürfen.","stimme nicht zu","Wir Freie Demokraten fordern ein Recht auf Anonymität im öffentlichen Raum und lehnen den Einsatz der automatisierten Gesichtserkennung ab. Videoüberwachung ist kein Ersatz für Beamtinnen und Beamte und kein Allheilmittel. Durch den Einsatz von Software zur automatisierten und massenhaften Gesichtserkennung im öffentlichen Raum droht eine Totalüberwachung. Eineflächendeckende Videoüberwachung lehnen wir daher ab."
5,"DIE LINKE","DIE LINKE",29,"Gesichtserkennung bei Videoüberwachung","Bei der Videoüberwachung öffentlicher Plätze soll Gesichtserkennungssoftware eingesetzt werden dürfen.","stimme nicht zu","Es wird gern behauptet, dass Videoüberwachung die Kriminalität senken würde. Wissenschaftliche Erkenntnis deuten darauf hin, dass das nicht stimmt. Gute Beleuchtung eines Parkplatzes z.B. senkt die Kriminalität stärker als Videokameras. Jeder Mensch hat das Recht, sich frei zu bewegen und selbst zu bestimmen, wo er gefilmt oder fotografiert wird. Das ist das Recht auf informationelle Selbstbestimmung - ein Grundrecht in unserem Land."
6,"GRÜNE","BÜNDNIS 90/DIE GRÜNEN",29,"Gesichtserkennung bei Videoüberwachung","Bei der Videoüberwachung öffentlicher Plätze soll Gesichtserkennungssoftware eingesetzt werden dürfen.","stimme nicht zu","Ein funktionierender, demokratischer Rechtsstaat muss Sicherheit gewährleisten und die ihn konstituierenden Freiheitsrechte wahren. Demokratien leben davon, dass es grundsätzlich unüberwachte öffentliche Räume gibt, in denen sich Menschen frei bewegen und äußern können. Videoüberwachung kann an Gefahrenschwerpunkten eine sinnvolle Maßnahme sein. Den Einsatz biometrischer Identifizierung auf Grundlage algorithmischer Verfahren im öffentlichen Raum, wie z.B. Gesichtserkennung, lehnen wir aber ab."
7,"FREIE WÄHLER","FREIE WÄHLER",29,"Gesichtserkennung bei Videoüberwachung","Bei der Videoüberwachung öffentlicher Plätze soll Gesichtserkennungssoftware eingesetzt werden dürfen.","neutral","Wir setzen uns für den bedarfsgerechten Einsatz von Videoüberwachung an Brennpunkten ein, damit Straftaten effektiver aufgeklärt und Kriminalitätsschwerpunkte entschärft werden können. Videoüberwachung bedeutet immer auch einen Eingriff in die Grundrechte, weshalb die regionalen Konzepte regelmäßig unter Einbindung der örtlichen Polizeiinspektionen, Datenschutzbeauftragten und Verwaltung evaluiert sowie auf ihre Verhältnismäßigkeit geprüft werden müssen."
8,"Die PARTEI","Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",29,"Gesichtserkennung bei Videoüberwachung","Bei der Videoüberwachung öffentlicher Plätze soll Gesichtserkennungssoftware eingesetzt werden dürfen.","stimme nicht zu","Diese Aufgabe soll Oma vom Fensterbrett aus übernehmen. Außerdem werden alle Aufnahmen vorhandener Überwachungskameras live ins Abendprogramm der ARD eingespeist, um dort auch noch den letzten Rest journalistischer Aufklärung auszumerzen. Hinweis für GEZ-Kunden: Die ARD wird gerade von Programmdirektorin Strobl, geborene Schäuble (CDU), entpolitisiert."
9,"Tierschutzpartei","PARTEI MENSCH UMWELT TIERSCHUTZ",29,"Gesichtserkennung bei Videoüberwachung","Bei der Videoüberwachung öffentlicher Plätze soll Gesichtserkennungssoftware eingesetzt werden dürfen.","stimme nicht zu","Der Einsatz von Gesichtserkennungssoftware in der Videoüberwachung öffentlicher Plätze vereinfacht die Strafverfolgung und kann eine präventive, abschreckende Wirkung haben. Diese höhere Sicherheit kann aber auch zu einer Verlagerung von Straftaten an andere Orte führen und die Freiheit von unbeteiligten Personen unverhältnismäßig einschränken. Zudem steigt das Risiko des Datenmissbrauchs und der unerwünschten Auswertung mit jeder weiteren Verknüpfung von Bild-, Standort- und Personendaten."
10,"NPD","Nationaldemokratische Partei Deutschlands",29,"Gesichtserkennung bei Videoüberwachung","Bei der Videoüberwachung öffentlicher Plätze soll Gesichtserkennungssoftware eingesetzt werden dürfen.","stimme nicht zu","Beim Einsatz von Gesichtserkennungssoftware ergeben sich erhebliche datenschutzrechtliche Bedenken. Diese Daten können in falsche Hände geraten und für andere Zwecke missbraucht werden. Man muss kein Verschwörungstheoretiker sein, um zu erkennen, welches Missbrauchspotential solche Technologien im Kampf gegen missliebige Oppositionelle mit sich bringen würden. "
11,"PIRATEN","Piratenpartei Deutschland",29,"Gesichtserkennung bei Videoüberwachung","Bei der Videoüberwachung öffentlicher Plätze soll Gesichtserkennungssoftware eingesetzt werden dürfen.","stimme nicht zu","Gesichtserkennungssoftware ist derart großen Ungenauigkeiten unterworfen, dass sie nicht zielführend eingesetzt werden kann. Unabhängig davon muss der öffentliche Raum generell anonym nutzbar sein. Statt immer mehr Kameras setzen wir auf Polizeikräfte, die im Falle des Falles direkt vor Ort eingreifen können."
12,"ÖDP","Ökologisch-Demokratische Partei",29,"Gesichtserkennung bei Videoüberwachung","Bei der Videoüberwachung öffentlicher Plätze soll Gesichtserkennungssoftware eingesetzt werden dürfen.","stimme nicht zu","Aus Datenschutzgründen darf keine lückenlose Verfolgung unbescholtener Bürgerinnen und Bürger durch die Videoüberwachung erfolgen. Die Videoüberwachung auf öffentlichen Plätzen ist nur an Brennpunkten und wo es die aktuelle Sicherheitslage erfordert wichtig und sinnvoll. Eine generelle Ausweitung, z.B. mit Gesichtserkennungssoftware, kommt für die ÖDP nicht in Frage, allenfalls können wir uns eine gezielte und anlassbezogene Ergänzung in Einzelfällen vorstellen."
13,"V-Partei³","V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",29,"Gesichtserkennung bei Videoüberwachung","Bei der Videoüberwachung öffentlicher Plätze soll Gesichtserkennungssoftware eingesetzt werden dürfen.","stimme nicht zu","Videoüberwachung kann in begründeten Fällen bei öffentlichen Plätzen sinnvoll sein. Zum Schutz der persönlichen Daten ist jedoch keine anlasslose Gesichtserkennung an öffentlichen Plätzen gerechtfertigt. Das Missbrauchsrisiko bei derart umfangreichen Datensammlungen ist zu hoch."
14,"DiB","DEMOKRATIE IN BEWEGUNG",29,"Gesichtserkennung bei Videoüberwachung","Bei der Videoüberwachung öffentlicher Plätze soll Gesichtserkennungssoftware eingesetzt werden dürfen.","stimme nicht zu","Derartige Maßnahmen sollen allenfalls auf richterlichen Beschluss hin durchgeführt werden dürfen, um das Recht auf den Schutz der Persönlichkeit und der Privatsphäre zu erhalten."
15,"BP","Bayernpartei",29,"Gesichtserkennung bei Videoüberwachung","Bei der Videoüberwachung öffentlicher Plätze soll Gesichtserkennungssoftware eingesetzt werden dürfen.","stimme nicht zu","Beispiele wie in der VR China zeigen, wie solche Verfahren missbraucht werden können."
16,"Tierschutzallianz","Allianz für Menschenrechte, Tier- und Naturschutz",29,"Gesichtserkennung bei Videoüberwachung","Bei der Videoüberwachung öffentlicher Plätze soll Gesichtserkennungssoftware eingesetzt werden dürfen.","neutral","Das Problem liegt weniger bei einer Gesichtserkennung an sich als in der Verwendung und Speicherung der Daten. Zudem ist die Falschidentifikation derzeit noch relativ hoch. An Orten, die als  Kriminalitätsschwerpunkt ausgewiesen wurde, darf die Polizei bereits jetzt jederzeit Identifikationsfeststellungen vornehmen, hier wäre der Einsatz der Software denkbar."
17,"MLPD","Marxistisch-Leninistische Partei Deutschlands",29,"Gesichtserkennung bei Videoüberwachung","Bei der Videoüberwachung öffentlicher Plätze soll Gesichtserkennungssoftware eingesetzt werden dürfen.","stimme nicht zu","Die Sicherheit der Menschen wird vorgeschoben, um den Ausbau der staatlichen Überwachungsmaßnahmen zu rechtfertigen, die sich vor allem gegen Demokraten, Antifaschisten und Marxisten-Leninisten richten. Videoüberwachung verhindert keine faschistischen Anschläge!"
18,"Gesundheitsforschung","Partei für Gesundheitsforschung",29,"Gesichtserkennung bei Videoüberwachung","Bei der Videoüberwachung öffentlicher Plätze soll Gesichtserkennungssoftware eingesetzt werden dürfen.","neutral","Die Partei für Gesundheitsforschung ist eine Ein-Themen-Partei, die als einziges Ziel hat, die Entwicklung wirksamer Medizin gegen Alterskrankheiten wie Krebs und Alzheimer zu beschleunigen. Sie setzt sich dafür ein, dass mehr staatliche Forschungsinstitute gebaut und betrieben werden und die entsprechenden Fachbereiche an den Universitäten ausgebaut werden. Ihr Ziel will sie in Zusammenarbeit mit anderen Parteien erreichen. In alle anderen politischen Themen will sie sich nicht einmischen."
19,"MENSCHLICHE WELT","Menschliche Welt - für das Wohl und Glücklichsein aller",29,"Gesichtserkennung bei Videoüberwachung","Bei der Videoüberwachung öffentlicher Plätze soll Gesichtserkennungssoftware eingesetzt werden dürfen.","stimme nicht zu","Gesichtserkennung aus Videoaufnahmen ist aus mehreren Gründen problematisch:Erstens produziert diese Technologie viele Fehler, die enorme Folgen für die Betroffenen haben können. Zweitens stellt sie einen enormen Eingriff in die Privatsphäre unschuldiger Menschen dar.Zudem ist ihr Nutzen bei der Strafverfolgung bisher sehr zweifelhaft.MENSCHLICHE WELT setzt sich für die intensive Ausweitung von Kriminalitätsprävention an Stelle solch einer Ausweitung der Videoüberwachung ein."
20,"DKP","Deutsche Kommunistische Partei",29,"Gesichtserkennung bei Videoüberwachung","Bei der Videoüberwachung öffentlicher Plätze soll Gesichtserkennungssoftware eingesetzt werden dürfen.","stimme nicht zu","Videoüberwachung ist ein Instrument, das Kontrolle ausbaut, aber keine Straftaten verhindert. Es dient also der (Nach-)Verfolgung. Die entscheidende Frage ist, wer über die Daten verfügt und für welchen Zweck sie verwendet werden können. Anstatt Repression auszubauen, wollen wir Kriminalität effektiv verhindern indem die sozialen Ursachen bekämpft werden."
21,"Die Grauen","Die Grauen – Für alle Generationen",29,"Gesichtserkennung bei Videoüberwachung","Bei der Videoüberwachung öffentlicher Plätze soll Gesichtserkennungssoftware eingesetzt werden dürfen.","neutral",
22,"BüSo","Bürgerrechtsbewegung Solidarität",29,"Gesichtserkennung bei Videoüberwachung","Bei der Videoüberwachung öffentlicher Plätze soll Gesichtserkennungssoftware eingesetzt werden dürfen.","stimme nicht zu","Das wird die Sicherheitslage nicht verbessern, aber noch mehr Überwachung a la NSA schaffen.  "
23,"Die Humanisten","Partei der Humanisten",29,"Gesichtserkennung bei Videoüberwachung","Bei der Videoüberwachung öffentlicher Plätze soll Gesichtserkennungssoftware eingesetzt werden dürfen.","stimme nicht zu","Den Einsatz flächendeckender biometrischer Überwachung lehnen wir ab, da er uns alle unter Generalverdacht stellt und ein solcher Eingriff in die Freiheitsrechte unserer Auffassung nach nicht gerechtfertigt ist. Biometrische Technologien bergen erhebliche Risiken, wie z. B. hohe Fehlerquoten, Bias oder den unerlaubten Zugriff auf personenbezogene Daten durch Datenlecks. Wir sind deshalb der Überzeugung, dass biometrische Technologien streng reguliert werden müssen."
24,"du.","Die Urbane. Eine HipHop Partei",29,"Gesichtserkennung bei Videoüberwachung","Bei der Videoüberwachung öffentlicher Plätze soll Gesichtserkennungssoftware eingesetzt werden dürfen.","stimme nicht zu","Nein! Gesichtserkennungssoftware wirkt und entscheidet nachweislich rassistisch und sexistisch, wie die Forscherin Joy Buolamwini nachwies, da nämlich die Software auf der Basis von Daten entwickelt wird, die eine weiße cis männliche Norm voraussetzt und auch diejenigen, die vorrangig das Coden der Algorithmen vornehmen, sind nicht dekolonial, rassismus- und diskriminierungskritisch sensibilisiert. Die vermeintliche Neutralität solcher Systeme ist nicht gegeben. Sie fördert racial profiling! "
