awardYear,category,categoryFullName,sortOrder,portion,prizeAmount,prizeAmountAdjusted,dateAwarded,prizeStatus,motivation,categoryTopMotivation,award_link,id,name,knownName,givenName,familyName,fullName,penName,gender,laureate_link,birth_date,birth_city,birth_cityNow,birth_continent,birth_country,birth_countryNow,birth_locationString,death_date,death_city,death_cityNow,death_continent,death_country,death_countryNow,death_locationString,orgName,nativeName,acronym,org_founded_date,org_founded_city,org_founded_cityNow,org_founded_continent,org_founded_country,org_founded_countryNow,org_founded_locationString,ind_or_org,residence_1,residence_2,affiliation_1,affiliation_2,affiliation_3,affiliation_4
1975,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2,1/2,630000,3404179,1975-10-14,received,for their contributions to the theory of optimum allocation of resources,,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1975,687,Tjalling C. Koopmans,Tjalling C. Koopmans,Tjalling C.,Koopmans,Tjalling C. Koopmans,,male,http://masterdataapi.nobelprize.org/2/laureate/687,1910-08-28,'s Graveland,'s Graveland,Europe,the Netherlands,the Netherlands,"'s Graveland, the Netherlands",1985-02-26,"New Haven, CT","New Haven, CT",North America,USA,USA,"New Haven, CT, USA",,,,,,,,,,,Individual,,,"Yale University, New Haven, CT, USA",,,
1911,Peace,The Nobel Peace Prize,1,1/2,140695,7327865,1911-12-10,received,"for his role as co-founder of the Institut de droit international, initiator of the Conferences on International Private Law (Conférences de Droit international privé) at the Hague, and pioneer in the field of international legal relations",,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1911,478,Tobias Asser,Tobias Asser,Tobias,Asser,Tobias Michael Carel Asser,,male,http://masterdataapi.nobelprize.org/2/laureate/478,1838-04-28,Amsterdam,Amsterdam,Europe,the Netherlands,the Netherlands,"Amsterdam, the Netherlands",1913-07-29,the Hague,the Hague,Europe,the Netherlands,the Netherlands,"the Hague, the Netherlands",,,,,,,,,,,Individual,the Netherlands,,,,,
2015,Chemistry,The Nobel Prize in Chemistry,1,1/3,8000000,8384572,2015-10-07,received,for mechanistic studies of DNA repair,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2015,921,Tomas Lindahl,Tomas Lindahl,Tomas,Lindahl,Tomas Lindahl,,male,http://masterdataapi.nobelprize.org/2/laureate/921,1938-01-28,Stockholm,Stockholm,Europe,Sweden,Sweden,"Stockholm, Sweden",,,,,,,,,,,,,,,,,,Individual,,,"Francis Crick Institute, Hertfordshire, United Kingdom","Clare Hall Laboratory, Hertfordshire, United Kingdom",,
2011,Literature,The Nobel Prize in  Literature,1,1,10000000,10545557,2011-10-06,received,"because, through his condensed, translucent images, he gives us fresh access to reality",,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/2011,868,Tomas Tranströmer,Tomas Tranströmer,Tomas,Tranströmer,Tomas Tranströmer,,male,http://masterdataapi.nobelprize.org/2/laureate/868,1931-04-15,Stockholm,Stockholm,Europe,Sweden,Sweden,"Stockholm, Sweden",2015-03-26,Stockholm,Stockholm,Europe,Sweden,Sweden,"Stockholm, Sweden",,,,,,,,,,,Individual,Sweden,,,,,
1993,Literature,The Nobel Prize in  Literature,1,1,6700000,9044276,,received,"who in novels characterized by visionary force and poetic import, gives life to an essential aspect of American reality",,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1993,670,Toni Morrison,Toni Morrison,Toni,Morrison,Toni Morrison,,female,http://masterdataapi.nobelprize.org/2/laureate/670,1931-02-18,"Lorain, OH","Lorain, OH",North America,USA,USA,"Lorain, OH, USA",2019-08-05,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,,,,,,,,,,Individual,USA,,,,,
1981,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,1/4,1000000,2929688,1981-10-09,received,for their discoveries concerning information processing in the visual system,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1981,424,Torsten N. Wiesel,Torsten N. Wiesel,Torsten N.,Wiesel,Torsten N. Wiesel,,male,http://masterdataapi.nobelprize.org/2/laureate/424,1924-06-03,Uppsala,Uppsala,Europe,Sweden,Sweden,"Uppsala, Sweden",,,,,,,,,,,,,,,,,,Individual,,,"Harvard Medical School, Boston, MA, USA",,,
2008,Physics,The Nobel Prize in Physics,3,1/4,10000000,10926573,2008-10-07,received,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2008,828,Toshihide Maskawa,Toshihide Maskawa,Toshihide,Maskawa,Toshihide Maskawa,,male,http://masterdataapi.nobelprize.org/2/laureate/828,1940-02-07,Nagoya,Nagoya,Asia,Japan,Japan,"Nagoya, Japan",,,,,,,,,,,,,,,,,,Individual,,,"Kyoto Sangyo University, Kyoto, Japan","Yukawa Institute for Theoretical Physics (YITP), Kyoto University, Kyoto, Japan",,
1989,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,1,3000000,5242311,1989-10-11,received,for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures,,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1989,703,Trygve Haavelmo,Trygve Haavelmo,Trygve,Haavelmo,Trygve Haavelmo,,male,http://masterdataapi.nobelprize.org/2/laureate/703,1911-12-13,Skedsmo,Skedsmo,Europe,Norway,Norway,"Skedsmo, Norway",1999-07-26,Oslo,Oslo,Europe,Norway,Norway,"Oslo, Norway",,,,,,,,,,,Individual,,,"University of Oslo, Oslo, Norway",,,
1957,Physics,The Nobel Prize in Physics,2,1/2,208629,2697789,,received,for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1957,69,Tsung-Dao Lee,Tsung-Dao Lee,Tsung-Dao,Lee,Tsung-Dao (T.D.) Lee,,male,http://masterdataapi.nobelprize.org/2/laureate/69,1926-11-24,Shanghai,Shanghai,Asia,China,China,"Shanghai, China",,,,,,,,,,,,,,,,,,Individual,,,"Columbia University, New York, NY, USA",,,
2015,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,1/2,8000000,8384572,,received,for her discoveries concerning a novel therapy against Malaria,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2015,918,Tu Youyou,Tu Youyou,Youyou,Tu,Tu Youyou,,female,http://masterdataapi.nobelprize.org/2/laureate/918,1930-12-30,Zhejiang Ningbo,Zhejiang Ningbo,Asia,China,China,"Zhejiang Ningbo, China",,,,,,,,,,,,,,,,,,Individual,,,"China Academy of Traditional Chinese Medicine, Beijing, China",,,
1970,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,1/3,400000,3177966,1970-10-15,received,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation",,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1970,395,Ulf von Euler,Ulf von Euler,Ulf,von Euler,Ulf von Euler,,male,http://masterdataapi.nobelprize.org/2/laureate/395,1905-02-07,Stockholm,Stockholm,Europe,Sweden,Sweden,"Stockholm, Sweden",1983-03-09,Stockholm,Stockholm,Europe,Sweden,Sweden,"Stockholm, Sweden",,,,,,,,,,,Individual,,,"Karolinska Institutet, Stockholm, Sweden",,,
2001,Peace,The Nobel Peace Prize,1,1/2,10000000,12295082,2001-10-12,received,for their work for a better organized and more peaceful world,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2001,748,United Nations,,,,,,,http://masterdataapi.nobelprize.org/2/laureate/748,,,,,,,,,,,,,,,United Nations,United Nations (U.N.),U.N.,1945-00-00,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",Organization,,,,,,
1965,Peace,The Nobel Peace Prize,1,1,282000,2782895,1965-10-26,received,for its effort to enhance solidarity between nations and reduce the difference between rich and poor states,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1965,525,United Nations Children's Fund,,,,,,,http://masterdataapi.nobelprize.org/2/laureate/525,,,,,,,,,,,,,,,United Nations Children's Fund,United Nations Children's Fund (UNICEF),UNICEF,1946-00-00,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",Organization,,,,,,
1988,Peace,The Nobel Peace Prize,1,1,2500000,4645689,1988-09-29,received,for preventing armed clashes and creating conditions for negotiations,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1988,550,United Nations Peacekeeping Forces,,,,,,,http://masterdataapi.nobelprize.org/2/laureate/550,,,,,,,,,,,,,,,United Nations Peacekeeping Forces,United Nations Peacekeeping Forces,,1948-00-00,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",Organization,,,,,,
2001,Literature,The Nobel Prize in  Literature,1,1,10000000,12295082,2001-10-11,received,for having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories,,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/2001,747,V. S. Naipaul,V. S. Naipaul,V. S.,Naipaul,Sir Vidiadhar Surajprasad Naipaul,,male,http://masterdataapi.nobelprize.org/2/laureate/747,1932-08-17,Chaguanas,Chaguanas,North America,Trinidad and Tobago,Trinidad and Tobago,"Chaguanas, Trinidad and Tobago",2018-08-11,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",,,,,,,,,,,Individual,United Kingdom,,,,,
1980,Physics,The Nobel Prize in Physics,2,1/2,880000,2889667,1980-10-12,received,for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1980,117,Val Fitch,Val Fitch,Val,Fitch,Val Logsdon Fitch,,male,http://masterdataapi.nobelprize.org/2/laureate/117,1923-03-10,"Merriman, NE","Merriman, NE",North America,USA,USA,"Merriman, NE, USA",2015-02-05,"Princeton, NJ","Princeton, NJ",North America,USA,USA,"Princeton, NJ, USA",,,,,,,,,,,Individual,,,"Princeton University, Princeton, NJ, USA",,,
2009,Chemistry,The Nobel Prize in Chemistry,1,1/3,10000000,10958504,2009-10-07,received,for studies of the structure and function of the ribosome,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2009,841,Venkatraman Ramakrishnan,Venkatraman Ramakrishnan,Venkatraman,Ramakrishnan,Venkatraman Ramakrishnan,,male,http://masterdataapi.nobelprize.org/2/laureate/841,1952-00-00,"Chidambaram, Tamil Nadu","Chidambaram, Tamil Nadu",Asia,India,India,"Chidambaram, Tamil Nadu, India",,,,,,,,,,,,,,,,,,Individual,,,"MRC Laboratory of Molecular Biology, Cambridge, United Kingdom",,,
1916,Literature,The Nobel Prize in  Literature,1,1,131793,4845331,1916-11-09,received,in recognition of his significance as the leading representative of a new era in our literature,,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1916,585,Verner von Heidenstam,Verner von Heidenstam,Verner,von Heidenstam,Carl Gustaf Verner von Heidenstam,,male,http://masterdataapi.nobelprize.org/2/laureate/585,1859-07-06,Olshammar,Olshammar,Europe,Sweden,Sweden,"Olshammar, Sweden",1940-05-20,Övralid,Övralid,Europe,Sweden,Sweden,"Övralid, Sweden",,,,,,,,,,,Individual,Sweden,,,,,
2002,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2,1/2,10000000,12034660,2002-10-09,received,"for having established laboratory experiments as a tool in empirical economic analysis, especially in the study of alternative market mechanisms",,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2002,760,Vernon L. Smith,Vernon L. Smith,Vernon L.,Smith,Vernon L. Smith,,male,http://masterdataapi.nobelprize.org/2/laureate/760,1927-01-01,"Wichita, KS","Wichita, KS",North America,USA,USA,"Wichita, KS, USA",,,,,,,,,,,,,,,,,,Individual,,,"George Mason University, Fairfax, VA, USA",,,
1977,Literature,The Nobel Prize in  Literature,1,1,700000,3080986,,received,"for a creative poetic writing which illuminates man's condition in the cosmos and in present-day society, at the same time representing the great renewal of the traditions of Spanish poetry between the wars",,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1977,653,Vicente Aleixandre,Vicente Aleixandre,Vicente,Aleixandre,Vicente Aleixandre,,male,http://masterdataapi.nobelprize.org/2/laureate/653,1898-04-26,Sevilla,Sevilla,Europe,Spain,Spain,"Sevilla, Spain",1984-12-14,Madrid,Madrid,Europe,Spain,Spain,"Madrid, Spain",,,,,,,,,,,Individual,Spain,,,,,
1936,Physics,The Nobel Prize in Physics,1,1/2,159850,4913422,,received,for his discovery of cosmic radiation,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1936,42,Victor F. Hess,Victor F. Hess,Victor F.,Hess,Victor Franz Hess,,male,http://masterdataapi.nobelprize.org/2/laureate/42,1883-06-24,Peggau,Peggau,Europe,Austria,Austria,"Peggau, Austria",1964-12-17,"Mount Verno, NY","Mount Verno, NY",North America,USA,USA,"Mount Verno, NY, USA",,,,,,,,,,,Individual,,,"Innsbruck University, Innsbruck, Austria",,,
1912,Chemistry,The Nobel Prize in Chemistry,1,1/2,140476,6753654,,received,"for the discovery of the so-called Grignard reagent, which in recent years has greatly advanced the progress of organic chemistry",,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1912,172,Victor Grignard,Victor Grignard,Victor,Grignard,Victor Grignard,,male,http://masterdataapi.nobelprize.org/2/laureate/172,1871-05-06,Cherbourg,Cherbourg,Europe,France,France,"Cherbourg, France",1935-12-13,Lyon,Lyon,Europe,France,France,"Lyon, France",,,,,,,,,,,Individual,,,"Nancy University, Nancy, France",,,
1955,Chemistry,The Nobel Prize in Chemistry,1,1,190214,2681588,1955-11-02,received,"for his work on biochemically important sulphur compounds, especially for the first synthesis of a polypeptide hormone",,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1955,218,Vincent du Vigneaud,Vincent du Vigneaud,Vincent,du Vigneaud,Vincent du Vigneaud,,male,http://masterdataapi.nobelprize.org/2/laureate/218,1901-05-18,"Chicago, IL","Chicago, IL",North America,USA,USA,"Chicago, IL, USA",1978-12-11,"White Plains, NY","White Plains, NY",North America,USA,USA,"White Plains, NY, USA",,,,,,,,,,,Individual,,,"Cornell University, Ithaca, NY, USA",,,
2003,Physics,The Nobel Prize in Physics,2,1/3,10000000,11807305,2003-10-07,received,for pioneering contributions to the theory of superconductors and superfluids,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2003,767,Vitaly L. Ginzburg,Vitaly L. Ginzburg,Vitaly L.,Ginzburg,Vitaly Lazarevich Ginzburg,,male,http://masterdataapi.nobelprize.org/2/laureate/767,1916-10-04,Moscow,Moscow,Europe,Russia,Russia,"Moscow, Russia",2009-11-08,,,,,,N/A,,,,,,,,,,,Individual,,,"P.N. Lebedev Physical Institute, Moscow, Russia",,,
1975,Chemistry,The Nobel Prize in Chemistry,2,1/2,630000,3404179,1975-10-17,received,for his research into the stereochemistry of organic molecules and reactions,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1975,248,Vladimir Prelog,Vladimir Prelog,Vladimir,Prelog,Vladimir Prelog,,male,http://masterdataapi.nobelprize.org/2/laureate/248,1906-07-23,Sarajevo,Sarajevo,Europe,Austria-Hungary,Bosnia and Herzegovina,"Sarajevo, Austria-Hungary (now Bosnia and Herzegovina)",1998-01-07,Zurich,Zurich,Europe,Switzerland,Switzerland,"Zurich, Switzerland",,,,,,,,,,,Individual,,,"Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology), Zurich, Switzerland",,,
1980,Chemistry,The Nobel Prize in Chemistry,2,1/4,880000,2889667,1980-10-14,received,for their contributions concerning the determination of base sequences in nucleic acids,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1980,255,Walter Gilbert,Walter Gilbert,Walter,Gilbert,Walter Gilbert,,male,http://masterdataapi.nobelprize.org/2/laureate/255,1932-03-21,"Boston, MA","Boston, MA",North America,USA,USA,"Boston, MA, USA",,,,,,,,,,,,,,,,,,Individual,,,"Harvard University, Biological Laboratories, Cambridge, MA, USA",,,
1956,Physics,The Nobel Prize in Physics,3,1/3,200123,2699501,,received,for their researches on semiconductors and their discovery of the transistor effect,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1956,67,Walter H. Brattain,Walter H. Brattain,Walter H.,Brattain,Walter Houser Brattain,,male,http://masterdataapi.nobelprize.org/2/laureate/67,1902-02-10,Amoy,Amoy,Asia,China,China,"Amoy, China",1987-10-13,"Seattle, WA","Seattle, WA",North America,USA,USA,"Seattle, WA, USA",,,,,,,,,,,Individual,,,"Bell Telephone Laboratories, Murray Hill, NJ, USA",,,
1949,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1/2,156290,2930438,,received,for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1949,347,Walter Hess,Walter Hess,Walter,Hess,Walter Rudolf Hess,,male,http://masterdataapi.nobelprize.org/2/laureate/347,1881-03-17,Frauenfeld,Frauenfeld,Europe,Switzerland,Switzerland,"Frauenfeld, Switzerland",1973-08-12,Ascona,Ascona,Europe,Switzerland,Switzerland,"Ascona, Switzerland",,,,,,,,,,,Individual,,,"University of Zurich, Zurich, Switzerland",,,
1998,Chemistry,The Nobel Prize in Chemistry,1,1/2,7600000,9713701,1998-10-13,received,for his development of the density-functional theory,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1998,290,Walter Kohn,Walter Kohn,Walter,Kohn,Walter Kohn,,male,http://masterdataapi.nobelprize.org/2/laureate/290,1923-03-09,Vienna,Vienna,Europe,Austria,Austria,"Vienna, Austria",2016-04-19,"Santa Barbara, CA","Santa Barbara, CA",North America,USA,USA,"Santa Barbara, CA, USA",,,,,,,,,,,Individual,,,"University of California, Santa Barbara, CA, USA",,,
1954,Physics,The Nobel Prize in Physics,2,1/2,181647,2640218,,received,for the coincidence method and his discoveries made therewith,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1954,62,Walther Bothe,Walther Bothe,Walther,Bothe,Walther Bothe,,male,http://masterdataapi.nobelprize.org/2/laureate/62,1891-01-08,Oranienburg,Oranienburg,Europe,Germany,Germany,"Oranienburg, Germany",1957-02-08,Heidelberg,Heidelberg,Europe,West Germany,Germany,"Heidelberg, West Germany (now Germany)",,,,,,,,,,,Individual,,,"University of Heidelberg, Heidelberg, Germany","Max-Planck-Institut für medizinische Forschung, Heidelberg, Germany",,
1920,Chemistry,The Nobel Prize in Chemistry,1,1,134100,2394643,,received,in recognition of his work in thermochemistry,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1920,178,Walther Nernst,Walther Nernst,Walther,Nernst,Walther Hermann Nernst,,male,http://masterdataapi.nobelprize.org/2/laureate/178,1864-06-25,Briesen,Briesen,Europe,Prussia,Germany,"Briesen, Prussia (now Germany)",1941-11-18,Muskau,Muskau,Europe,Germany,Germany,"Muskau, Germany",,,,,,,,,,,Individual,,,"Berlin University, Berlin, Germany",,,
2004,Peace,The Nobel Peace Prize,1,1,10000000,11762861,2004-10-08,received,"for her contribution to sustainable development, democracy and peace",,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2004,783,Wangari Maathai,Wangari Maathai,Wangari,Maathai,Wangari Muta Maathai,,female,http://masterdataapi.nobelprize.org/2/laureate/783,1940-04-01,Nyeri,Nyeri,Africa,Kenya,Kenya,"Nyeri, Kenya",2011-09-25,Nairobi,Nairobi,Africa,Kenya,Kenya,"Nairobi, Kenya",,,,,,,,,,,Individual,Kenya,,,,,
